iter	RMSE
161	34.59237606
162	34.58208886
163	34.56657813
164	34.55654627
165	34.55352262
166	34.54839588
167	34.53954437
168	34.53165841
169	34.52275475
170	34.51732794
171	34.50964083
172	34.50551588
173	34.50039969
174	34.49276256
175	34.48207496
176	34.47333652
177	34.46741566
178	34.45612257
179	34.44791215
180	34.43484703
181	34.41704969
182	34.40567351
183	34.39456225
184	34.37974565
185	34.37424226
186	34.36749989
187	34.35855331
188	34.34574666
189	34.3292932
190	34.31737744
191	34.30289631
192	34.29037793
193	34.28075384
194	34.27229695
195	34.26259802
196	34.25492452
197	34.24608369
198	34.23511359
199	34.22845915
200	34.21982449
201	34.21125127
202	34.20422788
203	34.19427456
204	34.18293728
205	34.1735899
206	34.16449314
207	34.15254891
208	34.14302961
209	34.13622012
210	34.12619884
211	34.115368
212	34.10684378
213	34.09557645
214	34.08938762
215	34.08100039
216	34.06784956
217	34.0554508
218	34.05176902
219	34.04677575
220	34.03801341
221	34.03140392
222	34.02100501
223	34.01384343
224	34.00448218
225	33.99704802
226	33.99003199
227	33.98231201
228	33.97754768
229	33.97029321
230	33.96032205
231	33.95580301
232	33.94854544
233	33.93925723
234	33.92866632
235	33.91709867
236	33.90144523
237	33.89072097
238	33.88495904
239	33.88066357
240	33.87710731
241	33.87286307
242	33.86891441
243	33.86562479
244	33.85490684
245	33.84054285
246	33.83493749
247	33.82560955
248	33.82213527
249	33.81660622
250	33.81081643
251	33.80271804
252	33.79914154
253	33.79221794
254	33.78388992
255	33.77638735
256	33.77005296
257	33.76190476
258	33.75613804
259	33.74758726
260	33.74025215
261	33.73545837
262	33.7315007
263	33.72617796
264	33.71886322
265	33.71283203
266	33.70590529
267	33.69841372
268	33.69273449
269	33.68569714
270	33.67957995
271	33.67513027
272	33.66591674
273	33.66031126
274	33.65345739
275	33.64649296
276	33.63974427
277	33.63482084
278	33.6302729
279	33.62360901
280	33.62096387
281	33.61556231
282	33.61001453
283	33.6055626
284	33.59841559
285	33.59430799
286	33.58885861
287	33.58553135
288	33.58149907
289	33.57646176
290	33.57206305
291	33.56535257
292	33.56295521
293	33.55767241
294	33.55391653
295	33.54896781
296	33.54371367
297	33.53924143
298	33.53647742
299	33.53137038
300	33.52515978
301	33.52295093
302	33.51768267
303	33.51119553
304	33.50674683
305	33.50188093
306	33.4978717
307	33.49619909
308	33.49119803
309	33.4845697
310	33.48033262
311	33.4749751
312	33.47161878
313	33.46625479
314	33.46083777
315	33.45452348
316	33.45216929
317	33.44868923
318	33.44586335
319	33.44236034
320	33.43967084
321	33.43602672
322	33.43174578
323	33.42636465
324	33.42274527
325	33.41934627
326	33.4156922
327	33.41050925
328	33.4021643
329	33.39749119
330	33.39294918
331	33.39069202
332	33.38909675
333	33.3834826
334	33.38148057
335	33.37929022
336	33.37287827
337	33.36664037
338	33.36439636
339	33.36106593
340	33.35754535
341	33.35303045
342	33.35014258
343	33.34816541
344	33.34352418
345	33.34077016
346	33.33923677
347	33.33515683
348	33.33215683
349	33.32754445
350	33.32547659
351	33.3243109
352	33.32112591
353	33.31608385
354	33.3149715
355	33.3117359
356	33.31015221
357	33.30846098
358	33.30751207
359	33.30552774
360	33.30256282
361	33.30073541
362	33.29809465
363	33.29469227
364	33.28912383
365	33.28531695
366	33.28368205
367	33.27960865
368	33.2772882
369	33.27255505
370	33.26863319
371	33.26541005
372	33.26380536
373	33.25946562
374	33.25758226
375	33.2523433
376	33.24824801
377	33.24557006
378	33.24112231
379	33.23668596
380	33.23469439
381	33.23397007
382	33.22942235
383	33.22655179
384	33.22484427
385	33.2215232
386	33.2191938
387	33.21746454
388	33.21391866
389	33.20909846
390	33.20577503
391	33.20294279
392	33.19871656
393	33.19544492
394	33.19081574
395	33.18662265
396	33.18445804
397	33.18304255
398	33.18062792
399	33.17988079
400	33.17622043
401	33.17302766
402	33.16746582
403	33.16503942
404	33.16286439
405	33.16001951
406	33.15742593
407	33.1540474
408	33.1510866
409	33.14871239
410	33.14525924
411	33.14190414
412	33.13834049
413	33.13545989
414	33.13237386
415	33.12856981
416	33.12696319
417	33.12337818
418	33.12124599
419	33.11812153
420	33.11643323
421	33.11535792
422	33.11229164
423	33.10956578
424	33.10755184
425	33.10631126
426	33.10518022
427	33.10128927
428	33.09906449
429	33.09691499
430	33.09587477
431	33.09396037
432	33.091276
433	33.08852665
434	33.08564058
435	33.08322385
436	33.08186102
437	33.08033516
438	33.07876178
439	33.07640163
440	33.07425111
441	33.07179116
442	33.07004148
443	33.06717542
444	33.06483244
445	33.0611804
446	33.05949408
447	33.05890381
448	33.05703789
449	33.05431715
450	33.05159137
451	33.04990107
452	33.04874949
453	33.04663338
454	33.0449161
455	33.04242931
456	33.04040403
457	33.03722399
458	33.03533322
459	33.03266371
460	33.0303225
461	33.02956259
462	33.02760734
463	33.02642429
464	33.02491001
465	33.02398092
466	33.02019278
467	33.01898522
468	33.01718519
469	33.01548758
470	33.01228957
471	33.01060474
472	33.00859946
473	33.00573453
474	33.00382863
475	33.00066375
476	32.99819063
477	32.99701092
478	32.99513119
479	32.99368579
480	32.99180154
481	32.98940771
482	32.98735087
483	32.98479783
484	32.98229942
485	32.98158234
486	32.98014863
487	32.97923947
488	32.97839947
489	32.97647993
490	32.9752176
491	32.97311156
492	32.97173114
493	32.96961094
494	32.96721347
495	32.96657904
496	32.96500065
497	32.96363252
498	32.96232264
499	32.96151907
500	32.95992352
501	32.9579766
502	32.95609678
503	32.95437375
504	32.95306193
505	32.95073873
506	32.94903147
507	32.94802805
508	32.94756216
509	32.94629624
510	32.945098
511	32.9439035
512	32.94160595
513	32.9409957
514	32.93873578
515	32.93739393
516	32.93639165
517	32.93520648
518	32.93442667
519	32.93193617
520	32.9297768
521	32.9283067
522	32.92699288
523	32.92573741
524	32.92430463
525	32.9230996
526	32.92230447
527	32.9202745
528	32.91900983
529	32.91664485
530	32.91506562
531	32.91291594
532	32.9114233
533	32.90986159
534	32.90807349
535	32.90740009
536	32.90497568
537	32.90327019
538	32.90176787
539	32.90045741
540	32.8989509
541	32.89700959
542	32.89491744
543	32.89248357
544	32.89107488
545	32.88990002
546	32.88939682
547	32.88887425
548	32.8884308
549	32.88708278
550	32.88556513
551	32.88416736
552	32.88264739
553	32.88118969
554	32.88026117
555	32.878547
556	32.87747624
557	32.87576513
558	32.87476863
559	32.87347697
560	32.87259242
561	32.87162212
562	32.87054573
563	32.86955186
564	32.8686835
565	32.86781753
566	32.86598811
567	32.86392771
568	32.86315293
569	32.86151204
570	32.86021955
571	32.85905984
572	32.8577019
573	32.85636989
574	32.85443448
575	32.85281495
576	32.85185881
577	32.85097282
578	32.84993325
579	32.84872755
580	32.84782794
581	32.84683153
582	32.84551064
583	32.84478844
584	32.8439466
585	32.84311
586	32.84237889
587	32.84136449
588	32.84064061
589	32.83870692
590	32.83804601
591	32.83697312
592	32.83579497
593	32.83421905
594	32.83292225
595	32.83192485
596	32.83025961
597	32.82966273
598	32.82894274
599	32.8278194
600	32.82706626
601	32.82640042
602	32.8253371
603	32.82498877
604	32.82392023
605	32.82338487
606	32.82158013
607	32.82047876
608	32.81967581
609	32.8184173
610	32.8173495
611	32.81599445
612	32.81498027
613	32.81395376
614	32.81237244
615	32.81166588
616	32.81113292
617	32.81009756
618	32.80962481
619	32.80853713
620	32.80813639
621	32.80678725
622	32.80563706
623	32.80432893
624	32.80340152
625	32.80260521
626	32.80211109
627	32.80080542
628	32.80007246
629	32.79897078
630	32.79802946
631	32.79754158
632	32.79658167
633	32.79544749
634	32.79471122
635	32.79411651
636	32.79370511
637	32.793285
638	32.79275906
639	32.79176467
640	32.7912294
641	32.79073053
642	32.78936155
643	32.7885082
644	32.7879995
645	32.78728894
646	32.78629445
647	32.78536986
648	32.78436533
649	32.78393797
650	32.78330404
651	32.78240902
652	32.78167267
653	32.78065527
654	32.78007149
655	32.77894316
656	32.77767792
657	32.77731583
658	32.77691986
659	32.77640042
660	32.77602036
661	32.77520646
662	32.77491275
663	32.77379826
664	32.77290325
665	32.77222858
666	32.77133538
667	32.77097423
668	32.77041817
669	32.76917095
670	32.76878954
671	32.76785327
672	32.76702881
673	32.7664445
674	32.76565939
675	32.76484515
676	32.76449606
677	32.76360891
678	32.76282241
679	32.76241798
680	32.76130088
681	32.76040675
682	32.75995879
683	32.75905153
684	32.75825183
685	32.75742807
686	32.75684839
687	32.75617382
688	32.75591393
689	32.75527713
690	32.75407305
691	32.75346112
692	32.75304849
693	32.75263684
694	32.75233499
695	32.75101626
696	32.75044378
697	32.75018608
698	32.74995876
699	32.74944898
700	32.74851528
701	32.74767796
702	32.74717502
703	32.7468438
704	32.746002
705	32.74556634
706	32.74504971
707	32.74450677
708	32.74409737
709	32.74340666
710	32.74253422
711	32.741986
712	32.74113477
713	32.74054495
714	32.73991417
715	32.73935133
716	32.73851017
717	32.73822884
718	32.73782915
719	32.73702927
720	32.73655466
721	32.73604733
722	32.73551731
723	32.73514445
724	32.7346319
725	32.73408407
726	32.73377095
727	32.73338388
728	32.73302457
729	32.73254193
730	32.73186314
731	32.73173201
732	32.73152618
733	32.73049327
734	32.73000306
735	32.72919513
736	32.72814995
737	32.72713066
738	32.72649352
739	32.72569998
740	32.72527014
741	32.72473768
742	32.7241678
743	32.72397995
744	32.72370849
745	32.72301344
746	32.72241789
747	32.72225905
748	32.72168552
749	32.72135396
750	32.72064189
751	32.71988615
752	32.71930548
753	32.71891046
754	32.71842987
755	32.71827388
756	32.71772477
757	32.71702636
758	32.71680296
759	32.71649541
760	32.7157951
761	32.71534743
762	32.71506113
763	32.71461359
764	32.71423421
765	32.71386585
766	32.71340344
767	32.71301679
768	32.71259324
769	32.71215669
770	32.71143449
771	32.71114029
772	32.71030133
773	32.70974017
774	32.70944099
775	32.70914118
776	32.7086398
777	32.70795895
778	32.70756291
779	32.70708567
780	32.70674928
781	32.70637191
782	32.70595024
783	32.7056382
784	32.70518386
785	32.70465363
786	32.70419427
787	32.70377447
788	32.70325185
789	32.70266485
790	32.7020987
791	32.70162018
792	32.7011677
793	32.70093373
794	32.70073768
795	32.7005607
796	32.7001261
797	32.69976705
798	32.69946221
799	32.69915042
800	32.69870684
801	32.69834885
802	32.69802729
803	32.69776656
804	32.69723567
805	32.69699686
806	32.69621007
807	32.69600765
808	32.69555395
809	32.69513423
810	32.69492479
811	32.69466976
812	32.69423441
813	32.69399109
814	32.69381557
815	32.69340352
816	32.69325353
817	32.69292112
818	32.69257464
819	32.6923109
820	32.69212133
821	32.69179703
822	32.69156472
823	32.69117347
824	32.69095815
825	32.69065776
826	32.6903837
827	32.69000676
828	32.68957944
829	32.68933454
830	32.68877343
831	32.68846787
832	32.68826513
833	32.68781395
834	32.68758616
835	32.68732946
836	32.68672577
837	32.68659924
838	32.68623693
839	32.68603934
840	32.68578353
841	32.68554989
842	32.68516215
843	32.68489268
844	32.68449099
845	32.68411987
846	32.68378386
847	32.68340936
848	32.68316276
849	32.68295676
850	32.68264027
851	32.68246535
852	32.68225337
853	32.68201663
854	32.68148581
855	32.68132791
856	32.68109522
857	32.6806715
858	32.68044851
859	32.68010483
860	32.67966093
861	32.67948586
862	32.67941008
863	32.67923548
864	32.67899148
865	32.67857794
866	32.67828537
867	32.67782514
868	32.67755179
869	32.67722894
870	32.67709859
871	32.67696108
872	32.67669646
873	32.67652118
874	32.67644117
875	32.67602387
876	32.67555259
877	32.67528263
878	32.67498577
879	32.67460693
880	32.67438028
881	32.6739409
882	32.6735644
883	32.67330704
884	32.67317866
885	32.67307299
886	32.67277994
887	32.67259952
888	32.67250575
889	32.67197411
890	32.67168714
891	32.67150256
892	32.67113276
893	32.67099078
894	32.67087332
895	32.67070255
896	32.67048539
897	32.67028619
898	32.66996144
899	32.66956046
900	32.66933351
901	32.66909788
902	32.66887697
903	32.66870049
904	32.66828754
905	32.66815994
906	32.66766218
907	32.66747802
908	32.66729457
909	32.66695446
910	32.66668871
911	32.66639698
912	32.66625083
913	32.66610878
914	32.66590043
915	32.66567313
916	32.66547368
917	32.66518896
918	32.66500802
919	32.66452905
920	32.66431786
921	32.66396037
922	32.66384085
923	32.66359571
924	32.66344867
925	32.66311724
926	32.66288444
927	32.66272829
928	32.66247631
929	32.66226439
930	32.66213404
931	32.66195257
932	32.66187195
933	32.6616818
934	32.66158546
935	32.6614427
936	32.66128242
937	32.66110875
938	32.66092605
939	32.66061956
940	32.66055191
941	32.66026204
942	32.66002909
943	32.65978987
944	32.65965793
945	32.6592645
946	32.65892465
947	32.65877541
948	32.65853061
949	32.65842759
950	32.65821627
951	32.65810054
952	32.65788346
953	32.65777016
954	32.65744451
955	32.6574052
956	32.65729001
957	32.65700678
958	32.65687728
959	32.65672336
960	32.6564272
961	32.6562456
962	32.65611687
963	32.6557065
964	32.65544838
965	32.6552328
966	32.65498937
967	32.65482665
968	32.65458983
969	32.65441427
970	32.65426105
971	32.65401801
972	32.65379363
973	32.6536226
974	32.65352234
975	32.65348269
976	32.65314429
977	32.65280019
978	32.65248659
979	32.65207979
980	32.65192198
981	32.6516762
982	32.65153431
983	32.65117304
984	32.65098212
985	32.65086375
986	32.65071004
987	32.65048355
988	32.65027253
989	32.65016331
990	32.64997333
991	32.64982634
992	32.64958337
993	32.64937453
994	32.64912792
995	32.64890453
996	32.64874877
997	32.64844194
998	32.64817511
999	32.64803809
